Title,Company,Location,Salary,Description
Big Data Software Engineer,"JPMorgan Chase Bank, N.A.","Wilmington, DE",None,"As a member of our Software Engineering Group, we look first and foremost for people who are passionate around solving business problems through innovation and engineering practices. You'll be required to apply your depth of knowledge and expertise to all aspects of the software development lifecycle, as well as partner continuously with your many stakeholders on a daily basis to stay focused on common goals. We embrace a culture of experimentation and constantly strive for improvement and learning. You'll work in a collaborative, trusting, thought-provoking environment-one that encourages diversity of thought and creative solutions that are in the best interests of our customers globally.
This role requires a wide variety of strengths and capabilities, including:
BS/BA degree or equivalent experience
Advanced knowledge of application, data, and infrastructure architecture disciplines
Understanding of architecture and design across all systems
Working proficiency in developmental toolsets
Knowledge of industry-wide technology trends and best practices
Ability to work in large, collaborative teams to achieve organizational goals
Passionate about building an innovative culture
Proficiency in one or more modern programming languages
Understanding of software skills such as business analysis, development, maintenance, and software improveme
Hands on experience in J2EE and Sprint framework
Hands on experience in Big Data development including MR, Spark, Yarn and etc
JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.
Equal Opportunity Employer/Disability/Veterans"
Data Engineer,Philadelphia District Attorney's Office,"Philadelphia, PA 19107 (City Center East area)",None,"The Philadelphia District Attorney’s Office (DAO), led by District Attorney Larry Krasner, is committed to the mission of providing fair and just prosecution to all Philadelphians. DA Krasner believes that justice is best achieved through policies grounded in research, data, and science. Holding true to these commitments, the DAO has improved its capabilities to process data, craft policy, and conduct research. As we continue to modernize a progressive and fast-paced office, we aim to be responsive, forward thinking, and collaborative.
The Data Engineer will join an innovative team of researchers, lawyers, analysts, and software engineers in the development and deployment of applications to support prosecution, analytics, data-driven policy, and public transparency. They will support DA Krasner’s targeted areas for informed reform, including charging, diversion, sentencing, focusing on the most serious crimes, preventing violence, enhancing harm reduction, and ameliorating disparities in the criminal justice process. The Data Engineer will work with both the development and research and analytics teams to create tools to help transform and structure our data to help developers and analysts to access our data quickly, accurately, and efficiently. The Data Engineer will be expected to:
Build and maintain the DAO data warehouse to house both internally created data, administrative data, and other data from external partners about the criminal justice system and the welfare of individuals associated with the criminal justice system.
Create and build tools and libraries, to help our developers and analysts query the data warehouse expertly
Maintain a cloud-based development environment for a team of analysts to work in
Evangelize and educate teams across the DAO on standard methodologies around data services development, data privacy and security, as well as improving efficiency
Help the DAO improve our data operations by automating manual processes, optimizing data storage and delivery, re-designing infrastructure for scalability
Work with our DATA Lab to enable and optimize their data and data services usage
Qualifications
A Bachelor’s or Master’s degree in Computer Science, Software Engineering, Mathematics or related technical discipline is preferred, but not required. Additional years of experience exceeding the minimum requirement as well as a proven track record of work may stand in for a degree. The preferred candidate will also have or demonstrate:
Ability to professionally deal with changing environments, be self-directed; and given broad direction, be able to prioritize work and allocate time and resources effectively;
Experience with or knowledge of: web application security concerns and solutions to mitigate those concerns;
Familiarity with Bitbucket, Git, or similar version control systems;
Experience with developing and maintaining custom and non-proprietary software based data platform infrastructure services
Experience with a systems language such as C, C++, C#, Go, Java or Scala
Experience with a scripting language such as Python, PHP, or Ruby
Experience developing data solutions using storage platforms like S3, Cassandra, Hbase, and using data warehouse systems like Snowflake, Redshift, Cosmos DB, or BigQuery
Experience developing applications and solutions using data ecosystem components such as Spark, Flink, Solr, Redis, InfluxDB, Elasticsearch
Experience working with cloud services such as AWS, Google Cloud, Azure
Experience with building and integrating logging, alerting, and monitoring as an integral part of data platform services
Enthusiasm to collaborate, innovate, and solve problems;
A proven ability to prioritize work in a team and independently, and handle multiple complex tasks simultaneously;
Experience working in the legal field/with attorneys and a knowledge of the criminal justice system are both a plus."
Big Data Software Engineer,"JPMorgan Chase Bank, N.A.","Wilmington, DE",None,"As a member of our Software Engineering Group, we look first and foremost for people who are passionate around solving business problems through innovation and engineering practices. You'll be required to apply your depth of knowledge and expertise to all aspects of the software development lifecycle, as well as partner continuously with your many stakeholders on a daily basis to stay focused on common goals. We embrace a culture of experimentation and constantly strive for improvement and learning. You'll work in a collaborative, trusting, thought-provoking environment-one that encourages diversity of thought and creative solutions that are in the best interests of our customers globally.
This role requires a wide variety of strengths and capabilities, including:
BS/BA degree or equivalent experience
Proficient in application, data and infrastructure architecture disciplines
Strong knowledge of architecture, design across all systems
Knowledge of industry wide technology strategies and best practices
Ability to work in large, collaborative teams to achieve organizational goals, and passionate about building an innovative culture
Good communication skills and problem solving skills coupled with strong work ethic.
Proficient in multiple programming languages - Java, Python, Scala
Recent hands on experience with Java/Spark programming
Technical expertise in ETL based applications such as AbInitio, Oracle, Terradata, high volume Real Time & Batch application processing
Experience with Hadoop ecosystem technology stacks as HDFS, HBase, Hive, Pig, Spark, MapReduce is essential
Data warehouse application management experience with full development lifecycle from inception through implementation.
Data Governance applications- Metadata, Reference Data & Data Quality Management.
Experience with development, deployment and support of large scale distributed applications in a mission critical production environment
JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.
Equal Opportunity Employer/Disability/Veterans"
Library Data Scientist,University of Pennsylvania,"Philadelphia, PA",None,"University Overview
The University of Pennsylvania, the largest private employer in Philadelphia, is a world-renowned leader in education, research, and innovation. This historic, Ivy League school consistently ranks among the top 10 universities in the annual U.S. News & World Report survey. Penn has 12 highly-regarded schools that provide opportunities for undergraduate, graduate and continuing education, all influenced by Penn’s distinctive interdisciplinary approach to scholarship and learning.
Penn offers a unique working environment within the city of Philadelphia. The University is situated on a beautiful urban campus, with easy access to a range of educational, cultural, and recreational activities. With its historical significance and landmarks, lively cultural offerings, and wide variety of atmospheres, Philadelphia is the perfect place to call home for work and play.
The University offers a competitive benefits package that includes excellent healthcare and tuition benefits for employees and their families, generous retirement benefits, a wide variety of professional development opportunities, supportive work and family benefits, a wealth of health and wellness programs and resources, and much more.
Posted Job Title
Library Data Scientist
Job Profile Title
Data Analyst D
Job Description Summary
The Penn Libraries seeks a creative and energetic data scientist to join the Libraries program of assessment and impact analysis. The Library Data Scientist uses various forms of library-related transactional data, metadata, and quantifiable information to develop, test and implement research hypotheses, predictive models, and field studies useful to decision systems, strategic planning, service design, resource allocation and actionable business intelligence.
Job Description
The work of the Data Scientist is directed by the following goals:
· To bettering Library services through the enhanced understanding of user interest and learning needs, the characteristics of academic workflows, study habits, and research behaviors, human and computer interaction, changing pedagogical practice, and emerging strategic needs and opportunities within the academy;
· To create, contribute to, and promote best practices in the field of assessment and in the management, use, reuse and sustainability of data;
· To advance the study of new, relevant library metrics;
· To support data-centered collaborations with peer institutions and partners, particularly the Ivy Plus Library Confederation, and with campus stakeholders within the Provost’s circle, among the Schools, and the Office of Institutional Research and Analysis;
· To help inform practice and organizational norms regarding data ethics and foster trust with Library users as regards personal privacy, security, and academic freedom; and
· To support staff education in and appreciation of data-driven management and the ethical implications of applied research based on user-generated data, fostering thereby the development of assessment culture.
Duties
The position will include the following duties and expectations:
· Contribution to and leading research and development projects related to library data analysis, metrics, and privacy protection.
· Project coordination and project management duties relevant to research initiatives.
· Collaborating with units across the Libraries in library-related data collection activities.
· Teach and consult within the Libraries supporting an emphasis on best practices in data governance and use in research, and also as an aspect of the design of automated assessment tools.
· Design and oversee creation of, and analyze Library datasets (such as collection use, researcher activity, copyright, and linked bibliographic data).
· Collaborate with University staff, Ivy Plus partners, the ARL Assessment Community, and vendors in sharing resources and expertise that advance the Libraries’ and University’s interests in analytics.
· Liaise with University Privacy Officers to share and implement best practices around patron-related data.
· Provide data management and statistical expertise, including:
- Managing, analyzing, and interpreting data collected from transactional systems, administrative databases, catalog systems, citation and indexing databases, researcher activity systems, bibliometric and rights databases, surveys, and other data sources;
- Applying statistical methods in support of decision-making relevant to services, and strategic planning;
- Conducting primary and secondary analyses of existing databases;
- Evaluating the reliability of source information; designing and implementing data cleaning workflows; and contributing to data governance by defining reporting requirements, data structures, and formats and other features of data necessary for analysis; and
- Sharing research findings through presentations and publications.
Qualifications
· Masters degree in the Social Sciences or a related field, with advanced training in applied statistics or equivalent experience preferred. A PhD and either a masters relevant to work in an academic library or 2-3 years relevant experience in an academic library desirable.
· Knowledge of R, Python, SQL, and/or similar languages for data analysis.
· Preferred: Advanced knowledge of scripting and markup languages that could additionally be used for incorporating analyses into web front- and back-end technologies, such as HTML5 and javascript.
· Preferred: Demonstrated teaching or staff-mentoring experience in topics relating to data analysis and scientific programming. A record of relevant publication desirable.
*** Please include a resume and cover letter as one attachment when applying***
Job Location - City, State
Philadelphia, Pennsylvania
Department / School
University Library
Pay Range
$59,703.00 - $168,837.00
Affirmative Action Statement
Penn adheres to a policy that prohibits discrimination on the basis of race, color, sex, sexual orientation, gender identity, religion, creed, national or ethnic origin, citizenship status, age, disability, veteran status, or any other legally protected class.
Special Requirements
Background check required after a conditional job offer is made. Consideration of the background check will be tailored to the requirements of the job."
Data Warehouse Engineer,intellectt,"West Chester, PA",None,"Title: Data Warehouse Engineer
Location: West Chester, PA
Client: Prime Pay
No OPT & transfers. Passport number is mandatory.
Experience - 6+ years
Description:
SQL
Data Warehouse
SSIS
Dimensional Model Experience
SSAS
Additional:
Azure Lake experience
Azure Data Factory
Azure Data Warehouse
Tableau"
"Data Engineer(Java , SQL , ETL)",Tata Elxsi,"Philadelphia, PA",None,"Title : Software Engineer (Data)
Location : Philly , PA
Looking for a talented and dedicated Data Analaytics Software engineer to develop and maintain its Analytics data store and tools/applications in cloud infrastructure. These tools are used across software development organization, and are critical to the deployment and release of features and devices for the Platform, including but not limited to set top and broadband premise equipment.
As a member of the team, you will be responsible for developing new tools and platforms, managing existing tools and infrastructure, and setting policy for usage and future direction. You will be a member of a fast-paced team that comprises subject matter experts, and will be a primary point of contact when issues need urgent attention. You will be responsible for interfacing with many peripheral teams, including partners outside of Client, to ensure that products and services are deployed in a timely manner, and at a level of quality that maximizes service integrity and minimizes the risk of down-time. Good communication skills are essential.
Responsibilities:
· Development and maintenance of ETL applications written using Java, SQL and Python.
· Performance tuning and management of SQL based Databases like MySQL, Redshift etc.
· Backup/Restore/Archiving of Database
· Exploring new data store technologies for various business scenarios like Dashboards/Reporting/Visualization, Business Intelligence software, Data Warehousing, Real time stream analytics etc.
Required Skills:
· Java experience is a must.
· Hands on ETL and SQL experience with relational DB like Teradata, Redshift, Snowflake etc.
· Hands on experience in either one of the leading BI tools like Tableau, Looker etc or Visualization/Front End/Web Development experience.
· Experience with Open stack and/or AWS Cloud services
· Experience with Linux (Ubuntu preferred) system
Minimum bachelor's degree required
Job Type: Contract
Experience:
AWS: 1 year (Required)
ETL/SQL: 5 years (Required)
Java: 5 years (Required)
Linux/Ubuntu: 1 year (Required)
Tableau: 5 years (Required)
Data Analysis: 5 years (Required)
Teradata, Redshift, Snowflake : 5 years (Required)
Education:
Bachelor's (Required)
Contract Length:
More than 1 year
Varies
Contract Renewal:
Likely
Work Location:
One location
Schedule:
Monday to Friday"
"Principal, AI Platform and Machine Learning Solutions",IQVIA,"Plymouth Meeting, PA 19462",None,"IQVIA™ is the leading human data science company focused on helping healthcare clients find unparalleled insights and better solutions for patients. Formed through the merger of IMS Health and Quintiles, IQVIA offers a broad range of solutions that harness the power of healthcare data, domain expertise, transformative technology, and advanced analytics to drive healthcare forward.
Join us on our exciting journey!
IQVIA™ is The Human Data Science Company™, focused on using data and science to help healthcare clients find better solutions for their patients. Formed through the merger of IMS Health and Quintiles, IQVIA offers a broad range of solutions that harness advances in healthcare information, technology, analytics and human ingenuity to drive healthcare forward.
Principal, Artificial Intelligence & Machine Learning Solutions
RWAS Technology
The role
We are looking for a passionate technology and product-focused evangelist for this UK or US-based position.
In this senior role for our Real World Artificial Intelligence & Machine Learning Solutions you will be key in creating the product strategy, working closely with Product Managers, and the Software Development & Data Science teams who are building innovative AI & ML solutions on Real World Data in healthcare; Solutions which turn learning health systems from concept to reality, levering computer science to address some of healthcare’s most pressing issues, such as under-diagnosis of rare disease, under-treatment of complex patients.
These exciting products and solutions can be customized to meet specific client needs, and you will have the relevant expertise to identify such opportunities.
You’ll work closely with and across the leadership our RWAS Technology Team including RWAS VPs and Directors owning different product lines and software engineering cells, as well as Sales and Principals across Global RWAS and the local business units.
To be successful in this role, you will;
Drive innovation through stakeholder and client feedback cycles.
Build strong relationships with development staff, product owners, senior executive and clients alike; bridging the gap between business ‘wants’ and customer ‘needs’.
Be comfortable in multiple, often seemingly conflicting roles: from sales support to product demos and speaking engagements, project management to financial ownership of service and product lines.
Be prepared to react to a fast-changing industry using insights gained from a wide variety of sources.
Our ideal candidate: Experience
Commercial awareness and good understanding of the pharmaceutical commercial field and healthcare technology gained through experience on a global scale.
Offering development for AI and ML platforms-as-a-service, software-as-a-service
Healthcare technology sales in either software or technology services.
Selling and supporting off-the-shelf and custom healthcare technology solutions, especially related to outcomes research and clinical trials.
Proven hands-on leadership in pharmaceutical and/or healthcare technology innovation.
Our ideal candidate: Abilities
Excellent understanding of innovative disruptive technology, Real World Data, especially related to healthcare data
Leadership experience and ability to use influencing skills at all levels
A collaborative mindset and excellent communication skills
Proven ability to build strong business relationships
Fluency in English and excellent oral presentation and writing skills.
The Team
Our Machine Learning & Artificial Intelligence team within the Real-World & Analytics Solutions (RWAS) Technology division is a fast-growing group of collaborative, enthusiastic, and entrepreneurial individuals. In our never-ending quest for opportunities to harness the value of Real World Evidence (RWE), we are at the centre of IQVIA’s advances in areas such as machine learning and cutting-edge statistical approaches. Our efforts improve retrospective clinical studies, under-diagnosis of rare diseases, personalized treatment response profiles, disease progression predictions, and clinical decision-support tools.
You will join this high-profile team to work on ground-breaking problems in health outcomes across disease areas including Oncology, Neurology, Chronic diseases such as diabetes, and a variety of very rare conditions. The Machine Learning & Artificial Intelligence Analytics team work hand-in-hand with statisticians, epidemiologists and disease area experts across the wider global RWE Solutions team, leveraging a vast variety of anonymous patient-level information from sources such as electronic health records. The data encompasses IQVIA’s access to over 530 million anonymised patients as well as bespoke, custom partnerships with healthcare providers and payers.
The Business Unit: Real-World & Analytics Solutions (RWAS) Technology
Real-World & Analytics Solutions (RWAS) is a market-leading, fast-growing and highly successful business, focusing upon delivering tangible business results to clients across healthcare value chain internationally, working with key decision-makers and business managers. RWAS teams help clients lever complex clinically rich patient-level healthcare datasets to understand healthcare treatment patterns and outcomes to make more informed decisions, and deliver results.
The RWAS Technology mission is to deliver world class and globally scalable technology platforms and analytics applied to complex and large scale clinical datasets, to support IQVIA’s ongoing and rapid growth in Real World Evidence, as well as the development of new product lines - this requires global leadership across technical and data architecture, software development and data visualization, privacy management, analytical methods, data science, machine learning, deep learning and natural language processing (NLP) - building upon 100s of novel technologies and methods either published in peer reviewed journals or patented by our team.
The solutions are delivered to a variety of clients across life-science, government, payor or provider organizations. The CoE also curates the largest collection of de-identified Real-World Data in the world, from different patient care settings in 18 countries worldwide – the RWES Tech CoE is at the forefront of “Big Data” in healthcare. Through its mission and skills, the RWES is transforming the way clients create new insights and deliver improved healthcare research and patient outcomes.
We invite you to join IQVIA™.
We know that meaningful results require not only the right approach but also the right people. Regardless of your role, we invite you to reimagine healthcare with us. You will have the opportunity to play an important part in helping our clients drive healthcare forward and ultimately improve human health outcomes.
Whatever your career goals, we are here to ensure you get there!
IQVIA is a strong advocate of diversity and inclusion in the workplace. We believe that a work environment that embraces diversity will give us a competitive advantage in the global marketplace and enhance our success. We believe that an inclusive and respectful workplace culture fosters a sense of belonging among our employees, builds a stronger team, and allows individual employees the opportunity to maximize their personal potential.
individual employees the opportunity to maximize their personal potential.
Join Us
Making a positive impact on human health takes insight, curiosity, and intellectual courage. It takes brave minds, pushing the boundaries to transform healthcare. Regardless of your role, you will have the opportunity to play an important part in helping our clients drive healthcare forward and ultimately improve outcomes for patients.
Forge a career with greater purpose, make an impact, and never stop learning.
IQVIA is an EEO Employer - Minorities/Females/Protected Veterans/Disabled
IQVIA, Inc. provides reasonable accommodations for applicants with disabilities. Applicants who require reasonable accommodation to submit an application for employment or otherwise participate in the application process should contact IQVIA’s Talent Acquisition team at workday_recruiting@iqvia.com to arrange for such an accommodation."
Senior Data Scientist,Penn Interactive Ventures - Philadelphia,"Philadelphia, PA 19107 (Center City area)",None,"Overview:
Penn Interactive Ventures (PIV) is a real-money interactive gaming company headquartered in Philadelphia. As the digital arm to Penn National Gaming (NASDAQ: PENN), the largest regional casino operator in the U.S., we are poised for fast-paced growth in the sports betting and online casino space and are looking for a Senior Data Scientist to join our expanding Sportsbook team!
The Senior Data Scientist to work in the data science team as we build a best-in-class online/mobile sportsbook. The data science team is a relatively small team and you will have been a huge part in helping lead the charge towards having a data-driven engineering team. You should be excited by the possibility of utilizing the data we collect from our 42-retail casino and racetrack locations and be able to develop some hypotheses to test to improve our business. We need someone who will walk through the door on day one with a clear idea of the theories they want to test, some thoughts on the potential models already in mind, and the self-motivation to jump in and get started building them. This role will be responsible for improving the data products already built but will also be responsible for spearheading new models and measurements.
Your daily responsibilities include:
Identify and specify data needs and quality requirements to support modeling
Research, design and implement descriptive, predictive, and inferential models using statistical and machine learning techniques.
Apply modern machine learning techniques to optimization and quality problems in gaming processes
Prototype and implement data products to create unique experiences for our users
Evaluate, document, and communicate research processes, analyses, and results to peers, and leadership
To be successful in this position it will require the following skill set:
Curiosity and ability to convert complex problems into concrete requirements and build innovative solutions
University degree in Data Science, Mathematics, Statistics, Engineering, Computer Science, or similar field
Experience working in a software engineering team
4+ years professional experience as a Data Scientist
Proficiency in Python and preferably also R
Proficiency in SQL
Experience in deploying data products in an enterprise environment
Ability to communicate clearly and efficiently with technical and non-technical stakeholders
BONUS POINTS
You have a PhD in Data Science, Statistics, or a statistics-heavy discipline
Experience in building recommender systems
Experience in sequence-to-sequence modeling, especially as applied to time-series data or Natural Language Understanding applications
Experience with, or knowledge in, Bayesian methods
You bring a passion for sports or betting
You have experience with mobile/web games, entertainment apps and/or the gaming industry
Something to leave you with:
Penn Interactive is committed to helping our team members live their best, healthy life. We offer unique and competitive benefits that help our employees, through a private exchange which allows our team members the ability to choose from several coverage levels and insurance carriers (both local and national carriers). Along with medical, prescription, dental, and vision coverage, there are also voluntary plans available to employees. PIV also offers our employees office perks such as free catered lunches, snacks, and beverages in the office."
"VP, Software Engineering Machine Learning","JPMorgan Chase Bank, N.A.","Wilmington, DE",None,"As an experienced member of our Machine Learning garage, we look first and foremost for people who are passionate around solving business problems through innovation and engineering practices. You'll be required to apply your depth of knowledge and expertise to all aspects of the data , and data management practice applied to Machine Learning initiatives that require the data for training models and hosting them in production. This role will require you to partner continuously with senior stakeholders on a daily basis to stay focused on achieving the common goals. We embrace a culture of experimentation and constantly strive for improvement and learning. You'll work in a collaborative, trusting, thought-provoking environment-one that encourages diversity of thought and creative solutions that are in the best interests of our customers globally.
This role requires a wide variety of strengths and capabilities, including:
Expertise in data, data management and data quality
Work with the product owners to understand their roadmaps and create a data roadmap to support business objectives.
Work with Senior and C-level stakeholders for reporting and influencing vision and strategy
Expertise in Data Architecture and big data infrastructure such as Hortonworks, Teradata, oracle, and other DB platforms
Understanding or experience in Python, Java
Knowledge of industry-wide technology trends and best practices
Keen understanding of agile transformation and Garage/Agile model
Manage the Data resources and build a strong T-Shaped team
Support the data development teams in their sprints for daily deliveries
Experience in Budgeting and estimating infrastructure needs and development
Identify additional capabilities gaps for data platform to support M
financial control and budget management
Ability to work in large, collaborative teams to achieve organizational goals
BS/BA degree or equivalent experience
Passionate about building an innovative cultureJPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.
Equal Opportunity Employer/Disability/Veterans"
Data Scientist,MMIT Network,"Morrisville, PA 19067",None,"MMIT is seeking experienced Data Scientists to meaningful contributes to the growth and development of the MMIT product portfolio. Ideal candidates are comfortable working with large, complex data sets to help inform, simplify and actualize key product capabilities. They will have comfort collaborating with various stakeholders and navigating ambiguity with limited direction. They will dedicate themselves to understanding the MMIT product portfolio (both current capabilities and future product roadmaps) and key data dependencies to inform data models, architecture, and new product development.
To succeed in this role, you will apply your skillset to
Inform, create and/or maintain master data hierarchy, attributes and structure.
Bridge claims data and coverage data – Refine existing rules and create and continually improve new methods for accurately assigning pharmacy and medical claims volumes to MMIT controller entities
Apply data science to the creation of short and long form geographic market and controller entity descriptive narratives (NLP / NLG)
Translate product management strategy into actionable data science deliverables, guiding development of data models, business rules and other advanced analytical capabilities
Excel at communicating across a broad set of cross-functional stakeholders.
Work collaboratively with MMIT product and data teams to develop and/or commercialize analytics use cases that may include market access, coverage / lives, and RWE data
Effectively partner with external organizations including clients and vendors to develop meaning and projectable analytics about trends in market access dynamics across payers, geographies, indications, drugs, etc.
Identify and evaluate additional data sources that could be integrated in value enhancing ways.
Build reports, dashboards and/or other analyses as needed and/or as specific initiatives arise.
Support various commercial or commercialization efforts as needed.
Take a leading role in developing data science as a discipline across product management, development and data operations.
Qualifications

Relevant Skills and Experiences
Postgraduate degree or higher involving machine learning, statistics, or computer science
Experience of statistical / machine learning projects in academia or commercial sector end to end with proven delivery capability including capturing requirements, designing analysis plans, interfacing with clients and report / manuscript writing
Experience in applying Natural Language Processing and related AI capabilities.
Experience working with large and complex healthcare datasets, preferably patient-level longitudinal data and experience with studies of treatment effectiveness/outcomes, disease progression, adherence, healthcare utilization, patient journey, sales targeting, prescription/procedure volumes/shares, provider networks and prescribing/treatment patterns, etc
Strong related programming skills including experience with good coding practices and a thorough understanding of the data science package landscape. Familiarity with Tableau and PowerBI a plus.
Familiarity with agile software development practices
Excellent written and spoken communication skills, including ability to present technical concepts to lay audiences, write analysis plans for projects, contribute to proposals / grant applications, pitch ideas effectively and persuasively to clients / internal stakeholders, etc.
Demonstrated ability to work both collaboratively to solve complex problems and individually to research/advance areas of interest and exploration
Proven ability to develop meaningful/valuable analytic insights from multiple data sources and support value through commercialization
Preferred candidates may also have
Experience supporting or launching Data and Analytics or SaaS-based enterprise product
Experience in managed markets and pharma market access ecosystem
Experience in the commercial health insurance industry
Knowledge of payer marketing, drug development lifecycle and drug launch process
Additional Information
All your information will be kept confidential according to EEO guidelines.

Position will be based in Livingston NJ or Yardley PA
(highly qualified remote applicants will be considered)
Travel Requirements:
Approximately < 10%"
Data Scientist,Innovative Defense Technologies (IDT),"Mount Laurel, NJ",None,"Background Information:
Innovative Defense Technologies (IDT), provider of automated software testing, data analysis, and cybersecurity solutions for complex defense systems, is currently accepting applications for an anticipated Data Scientist role in support of its efforts implementing Artificial Intelligence solutions for a variety of customers.
Overview:
The Data Scientist position offers an engineer the opportunity to utilize his/her knowledge and talents as part of a collaborative team developing AI solutions for a growing company. A few of the responsibilities include supporting feasibility studies, applying modern data storage techniques, discovering explanatory features in high-dimensionality collections of data, and exploring data using scientifically valid techniques to exploiting patterns found in the data with state-of-the-art AI/ML/DL solutions.
All applicants must be able to obtain/maintain an active U.S. Security Clearance.
Responsibilities Include:
Develop solutions to deliver AI/ML/DL models from problem formulation to a productized, deployable, maintainable capability
Use Deep Learning frameworks such as Tensorflow and Keras to build and validate ML/DL models
Establish and leverage Big Data frameworks to store, extract and analyze relevant data
Develop software solutions by understanding customer requirements and program intent
Determine operational feasibility by evaluating analysis, problem definition, requirements, solution development, and proposed solutions
Be responsible for solutions that meet software design, quality, and performance requirements
Work with minimal supervision in a collaborative work environment to implement best-in-class solutions
Ability to travel up to 10%
Minimum Required Qualifications:
Bachelor’s Degree in Computer Science, Computer Engineering, Electrical Engineering, Systems Engineering, Physics, or Math required, Master’s Degree in Engineering or other technical field highly preferred
3 years of experience in predictive modeling, data science and analysis
Required Skills:
Previous experience in a ML or data scientist role and a track record of building ML or DL models
Experience working with data mining algorithms including decision trees, probability networks, association rules, clustering, and neural networks
Experience using Python (or equivalent)
Experience using ML libraries, such as scikit-learn,
Experience using data visualization tools
Preferred Skills:
Experience working with GPUs to develop model
Experience with MapReduce programming (Hadoop)
Skills with programming languages, such as Java or C/C++
Demonstrated ability to develop experimental and analytic plans for data modeling processes, use of strong baselines, ability to accurately determine cause and effect relations
Experience with application container platforms
Familiarity with continuous integration/delivery tools (e.g. Jenkins)
Familiarity with version control tools (e.g. Subversion, Git, etc.)
Familiarity with VMware or other virtualization software
Experience developing applications for DOD command and control systems
Competencies:
Solid analytical abilities, coupled with a strong sense of ownership, urgency, and drive
Attention to detail
Initiative, creativity, reliability, teamwork
Ability to deal well with ambiguity, prioritize needs, and deliver results in a dynamic environment
EEO Statement:
IDT is an Equal Opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, protected Veteran status, or any other basis protected by federal, state, or local law."
