Title,Company,Location,Salary,Description
Senior Appian Developer,Vanguard,"Malvern, PA",None,"Create the products that are changing an industry
We never stop working to make investing simpler and more successful for our clients. By promoting new ways of building software, you’ll optimize products and keep our client experience improving at pace. Your work as a Lead Appian Engineer will not only give you true ownership of your products as you capitalize on a Lean Agile approach, it will change the way the world invests. Make it count.
In this role you will
Play pivotal role in developing Appian based solutions to solve complex business problems
Empower junior team members through coaching and mentoring
Lead automation of functional and performance testing
Enable automation of functions using RPA tools and AI/ML
Enable deployment, monitoring and automation testing tools
Establish and implement metrics to track team velocity, quality and performance
Bring invention to investing
Vanguard recently started a new transformation program to develop next generation Business Process System using Appian low-code platform. For this program, we are looking for passionate and energetic Senior Engineers. You will have the opportunity to work with business stakeholders in developing technical solutions and provide a unique opportunity to work with robotics and AI/ML to improve overall automation.
What it takes
Undergraduate degree in a related field or the equivalent combination of training and experience
5+ years software engineering experience specially focusing on Appian Technology
Ability to implement instrumentation to gather business-specific metrics around consumer usage patterns
Specializations that’ll make an impact
Vanguard is looking for a strong technologist that can lead a development of next generation business processing system using Appian technology and Appian low-code platform features to rapidly deliver powerful solutions. This project is part of wider technology transformation program at Vanguard. This position offers unique opportunity to work with business and technology leadership to develop business operations system that can meet future challenges.
Skilled Appian expertise to leading teams in design and development of complex solutions
Passionate about technology and stay current with technology changes
Experience in integrating systems across multiple platforms including Appian and AWS
Good at leading cross functional teams
Experience in lean development methodologies
Experience with CI/CD pipeline tools like Bamboo, Jenkins.
Experience in developing plugins for Appian is a plus
Advance knowledge of Java and SQL is a plus
Special Factors:
Vanguard is not offering visa sponsorship for this position.
About Vanguard
We are Vanguard. Together, we’re changing the way the world invests.
For us, investing doesn’t just end in value. It starts with values. Because when you invest with courage, when you invest with clarity, and when you invest with care, you can get so much more in return. We invest with purpose – and that’s how we’ve become a global market leader. Here, we grow by doing the right thing for the people we serve. And so can you.
We want to make success accessible to everyone. This is our opportunity. Let’s make it count.
Inclusion Statement
Vanguard’s continued commitment to diversity and inclusion is firmly rooted in our culture. Every decision we make to best serve our clients, crew (internally employees are referred to as crew), and communities is guided by one simple statement: “Do the right thing.”
We believe that a critical aspect of doing the right thing requires building diverse, inclusive, and highly effective teams of individuals who are as unique as the clients they serve. We empower our crew to contribute their distinct strengths to achieving Vanguard’s core purpose through our values.
When all crew members feel valued and included, our ability to collaborate and innovate is amplified, and we are united in delivering on Vanguard's core purpose.
Our core purpose: To take a stand for all investors, to treat them fairly, and to give them the best chance for investment success."
"Sr. Software Engineer, Digital and Transformation - Xamarin",West Pharmaceutical Services,"Eagleview, PA",None,"West Pharmaceutical Services, Inc. is a leading manufacturer of packaging components and delivery systems for injectable drugs and healthcare products. Working by the side of its customers from concept to patient, West creates products that promote the efficiency, reliability and safety of the world's pharmaceutical drug supply. West is headquartered in Exton, Pennsylvania, and supports its customers from locations in North and South America, Europe, Asia and Australia. West's 2018 sales of $1.7 billion reflect the daily use of approximately 112 million of its components and devices, which are designed to improve the delivery of healthcare to patients around the world.
Job Summary:
The Sr. Software Engineer, Digital and Transformation requires in-depth knowledge and experience to work autonomously and oversee and participate in the architectural design, development, and enhancement of applications.
Essential Duties and Responsibilities:
Possesses solid understanding of the overall vision, business needs and the solution architecture for cross-platform mobile applications. Uses this in-depth knowledge to solve complex problems.
Utilizes knowledge of best practices to develop cross platform (iOS, Android, and Windows) application using Xamarin
Writes high-quality code for the mobile application for native and rich user experiences
Transforms business requirements into technical specifications
Estimates technical requirements and breaks down work to user stories and tasks
Plans, develops, tests, deploys and monitors cross-platform mobile apps in a DevOps model
Collaborates with senior roles and Architects on various prototypes, or proof of concept, to test solutions
Coaches, supports and trains other developers and engineers
Other duties as assigned
Education and Experience:
Bachelor’s degree in Computer Science or equivalent experience
Minimum 5-8 years of experience
Knowledge, Skills and Abilities:
Solid experience and in depth knowledge of:
Developing & managing cross-platform mobile projects with .NET, using C#, LINQ, Rest APIs.
Xamarin Forms and Xamarin Native development (Xamarin iOS, Xamarin Droid), Xamarin Studio or Xamarin for Visual Studio on both Apple iOS and Android platforms.
Creating custom controls and customizing existing controls for Xamarin Apps
UWP (Universal Windows Platform) app development, XAML and Visual Studio
developing mobile applications for cloud-based solution (e.g. Azure integrations like Enterprise single sign-on with Azure Active Directory, integration with Azure Storage etc.)
Mobile App Services, Push Notifications for both Android and iOS
HockeyApp/Visual Studio App Center with Continuous Integration (CI) and Continuous Delivery (CD) / DevOps for Mobile Apps.
Automation Testing for Xamarin
Feature development like offline and sync, Social integration with Facebook, Twitter, Google.
Deploy applications to the Apple App Store or to Google Play
Profiling cross-platform application using Xamarin Profiler
Various code repositories like Git, TFS, etc
Experience in SOLID principles, design patterns, and MVVM Architecture.
Developing in an Agile methodology with Visual Studio Team Services (VSTS)
Strong understanding and knowledge of the following:
Overall Cross Platform app development ecosystem, lifecycle, user experiences and roadmaps
Shared Projects and Portable Class Library (PCL)
Core Android & iOS features, SQLite, MBaaS etc
Best practices in cross-platform UX design and development
Third-party components like Telerik / Syncfusion etc. is a plus.
Xamarin Binding is a Plus.
Familiar with SAP HANA REST API Integration with Xamarin is a plus
Preferred:
Overall 6+ years of experiences in Mobile app development (3-4 years with Xamarin Forms & Xamarin Native )
Previous development experiences on Native Android and IOS (using Core Java, Swift / XCode)
Ability to work in a global and virtual environment and to effectively prioritize and execute tasks in a high-pressure environment.
Ability to work autonomously in a fast-paced & complex environment with a self-motivated work ethic; utilize sound judgment with an ability to manage multiple priorities with a sense of urgency.
Willingness to global travel
Able to be aware of all relevant SOPs as per Company policy as they are related to the position covered by this Job Description
Able to comply with the company’s safety policy at all times
Able to comply with the company’s quality policy at all times .
Physical and Travel Requirements
5% travel, including global travel
Occasional on-call work required
West is an equal opportunity employer and we value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sex, gender identity, sexual orientation, age, marital status, veteran status, or disability status. If you have a disability or special need that requires accommodation, please send an email to peggy.tayloe@westpharma.com . Where permitted by law, an offer of employment with West Pharmaceutical Services, or any of its subsidiary or affiliate companies, is contingent upon the satisfactory completion of background screening and/or a pre-employment drug screening."
Software Senior Principal Engineer - EDI Developer,Boomi,"Chesterbrook, PA",None,"Software Senior Principal Engineer - EDI Developer

Competitive salary

Chesterbrook, PA or Remote

Dell provides the technology that transforms the way we all work and live. But we are more than a technology company — we are a people company. We inspire, challenge and respect every one of our over 100,000 employees. We also provide them with unparalleled growth and development opportunities. We can’t wait for you to discover this for yourself as a Software Senior Principal Engineer on our R&D team in Chesterbrook, PA.

The Software Engineering team delivers next-generation software application enhancements and new products for a changing world. Working at the cutting edge, we design and develop software for platforms, peripherals, applications and diagnostics — all with the most advanced technologies, tools, software engineering methodologies and the collaboration of internal and external partners.
Key Responsibilities
Responsible for the software design and development for external customer products.
Participate in the full product development lifecycle of software applications.
Perform unit testing of proprietary products.
Implement enhancements and resolutions of reported issues. Establish features through development, testing, and delivery.
Recommend best practices and techniques to internal and external users.
Research, validate, and recommend key technology decisions for core platform, and other customer-facing offerings.
Collaborate with other engineers in design and code review processes and serve as an active member of Agile team.

Essential Requirements
Bachelor’s or Master's degree in Computer Engineering, Computer Science, or related field of study.
Proficient in Java
12 years+ of professional experience

Desirable Requirements
Experience with IPaaS/Application integration
B2B processing / standard B2B processes
Web development, Agile methodology
EDI standards (X12, EDIFACT, TRADACOMS, HL7 and more)
Communication methods, including Web Services, FTP, HTTP, RESTful APIs, SOAP, and WSDL

Benefits
We offer highly competitive salaries, bonus programs, world-class benefits, and unparalleled growth and development opportunities — all to create a compelling and rewarding work environment.

If you’re ready to develop cutting-edge software for a changing world, this is your opportunity to develop with Dell.

Closing date: Open until filled.

Dell is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Dell are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Dell will not tolerate discrimination or harassment based on any of these characteristics. Learn more about Diversity and Inclusion at Dell here.
Job ID: R066668"
Sr. Cloud Engineer,capable groups,"Mount Laurel, NJ 08054","$88,282 a year","Essential Functions/Responsibilities:
Migrate legacy applications and processes to leverage cloud services and CI/CD tools in public (AWS, Azure, GCP)and private cloud.
Provide technical guidance to team members Automate application deployments across multiple environments (Dev, QA, Staging, & Prod) as part of an Agile SDLC and following established team workflows.
Proactively adopt new cloud infrastructure technologies and best practices to optimize management practices.
Work with teams to design operationally smart applications for deployment in cloud environments, focusing on security, performance, and cost optimization.
Minimum Qualifications:
5 years of experience in software design/development and/or operations.
Experience with Source Control systems, such as Github and Bitbucket.
2-3 years of experience supporting/troubleshooting Linux based OS and applications Experience building and maintaining production systems in AWS using EC2, RDS, ElasticBeanstalk, S3, Route53 and CloudFront Scripting experience in Bash, Ruby, Python, PowerShell, SQL or similar languages Experience with Source Control systems, such as GIT and SVN.
Experience with configuration management tools such as Ansible, Puppet, Chef or similar technologies.
Experience troubleshooting Linux based applications/services at the OS and application layers (i.e. PHP, Java, NodeJS, etc) Must have working knowledge of handling Disaster Recovery and Business Continuity in AWS.
Strong communication skills a must
Preferred Qualifications:
Ability to develop Infrastructure as Code (Terraform, CloudFormation
1-2 years of experience creating Docker image and orchestrating container deployments using Kubernetes.
Working knowledge of DNS, network routing/subnetting, Monitoring, SSL Certificates, File Servers, Security, Performance, High Availability, and Disaster Recovery.
Working knowledge of Splunk, ELK or other logs management tools.
Job Type: Contract
Salary: $88,282.00 per year
Benefits:
Health Insurance
Schedule:
Monday to Friday
Experience:
Docker image: 1 year (Preferred)
Softwear design: 5 years (Required)
Linux: 2 years (Preferred)
Contract Renewal:
Likely
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
Temporarily due to COVID-19"
Senior C# WPF/SilverLight Developer,Moxie Systems Inc,"Exton, PA",None,"Please do send in your resume and contact number to recruiting@moxiesystems.com. Please mention the "" title, location"" of the position in the ""subject line"" of your email.

All candidates authorized to work in the US are encouraged to apply. We may consider visa sponsorship if necessary. Relocation/Travel packages are also available for skilled and committed candidates.
We are looking to fill multiple positions on a project revolving around applications built to manage Financial Accounting, Transactions, Investments, and Compliance.
These applications involve both front-end and back-end development efforts, but for primarily back-office financial processes.
Required Qualifications:
Strong C# and WPF/SilverLight background.
5+ years of experience developing C++ or C# GUI applications using object-oriented techniques and methodology.
Design Patterns experience with MVVM
2+ years of experience developing .Net 3.5 WPF/Silverlight applications.
Deep XAML Skills, whether on WPF or SilverLight
Experience with multi-threaded constructs
Ability and experience to design and build rich WPF-based applications for back office systems to be used internally and by clients over the Internet
Enhancing and improving existing libraries and applications understanding and communicating associated risks.
Plus Skills (Not Required but Nice-to-Have):
Bachelors degree in Computer Science or related discipline required
Experience developing business applications in a financial trading environment
Experience developing accounting applications
Experience with Clearcase
Experience with the WCF and DevExpress
Experience with the Expression Blend
Competence with C++, MFC, SQL, or Perl"
Sr Software Developer,Intellicomm Inc,"Wayne, PA","$80,000 - $100,000 a year","Primary Responsibilities:



Design and develop server side, client side and web software.
Develop extensive Internet based applications.
Design and develop mobile apps.
Write well documented source code.
Document testing and release plans.



Qualifications:



Excellent programming skills in C++ and Windows APIs.
Experience in C#, .NET Framework, Classic or .NET Active Server Pages.
Experience in COM, HTML, DHTML, XML/XSL, JavaScript.
Experience in SQL server database.
Strong object oriented and multi-threaded programming skills.
Strong verbal and written communication skills.
B.S. or M.S. in Computer Science / Telecommunications or related field.



Type: Full-time / Contract


Salary: $80,000 - $100,000 per year (plus benefits)."
Sr Java Developer,NTT DATA Services,"King of Prussia, PA",None,"Req ID: 96926
NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now.
We are currently seeking a Sr Java Developer to join our team in King of Prussia, Pennsylvania (US-PA), United States (US).

Sr Java Developer will be the part of Onshore development team as part of a strategic transformation program.

Position offers a full range of IT development and support for various technologies and client business lines. J2EE applications are internal web applications that support various internal business areas at client site.

Basic Qualifications:
7+ years employment experience as a J2EE developer
7+ very Solid Core Java development experience.
5+ years experience with any two frameworks- J2EE (Servlet, JSP), Hibernate,JPA, JSF, Spring and Struts development experience.
2+ years of Angular 2 Experience

Preferred Qualifications:
Must have several years of working experience with relational databases such as Oracle and must have experience writing stored procedures and functions.
Must have experience of Application server like weblogic.
Must have experience of scripting language like java script.
Must have working experience control version system like SVN
Excellent communication skills.
Develops new programs and enhances existing programs to support various team initiatives.
Contributes to technical documentation and follows standard version control procedures.
Works effectively with various technologies.
Adapts quickly to changing priorities and requirements.
Highly visible position within Account/client as part of the Technology Services Unit.
NTT DATA managed multi-year AO project.
Prior Financial experience with investment firms is preferred.

Required Degree: Bachelors in Computer Science or equivalent work experience

#INDFSINS
#L1-NAM

About NTT DATA Services
NTT DATA Services is a global business and IT services provider specializing in digital, cloud and automation across a comprehensive portfolio of consulting, applications, infrastructure and business process services. We are part of the NTT family of companies, a partner to 85 % of the Fortune 100.
NTT DATA Services is an equal opportunity employer and will consider all qualified applicants for employment without regard to race, gender, disability, age, veteran-status, sexual orientation, gender identity, or any other class protected by law."
Senior Android Engineer,Penn Interactive Ventures - Philadelphia,"Philadelphia, PA 19107 (Center City area)",None,"Overview:
Penn Interactive (PI) is an interactive gaming company headquartered in Philadelphia with offices in Las Vegas, NV and Conshohocken, PA. As the digital arm to Penn National Gaming (NASDAQ: PENN), the largest regional casino operator in the U.S., we are poised for fast-paced growth in the sports betting and online casino space. We are also partnered with Barstool Sports to drive growth in our businesses.

The Senior Android Engineer works in conjunction with the Android Technical Lead in a small, cross-functional team to develop a one-of-a-kind, native sports betting experience. Candidates for this role will work with one of the most successful UI/UX firms in the country to implement a revolutionary sportsbook from the ground up. Previous work in the gaming industry is not important but we do expect your work-product will reflect a strong technical background and a dedication to concise, scalable code.
Your daily responsibilities include:
Demonstrate best-in-class programming skills to develop highly innovative, high-impact, consumer-facing mobile products
Translate business requirements into scalable code
Work with an industry-leading design firm and product to create the sportsbook app and implement new features.
Squash bugs to make sure our user experience is unrivaled
Collaborate with designers, product managers, project managers, ops engineers, QA engineers and various other teams and stakeholders to solve innovative problems utilizing out-of-the-box solutions
Communicate clearly and effectively using Github, Slack, Google Docs, ZenHub, and email so that we can all stay on the same page, even when we're juggling a lot of different projects
Interact thoughtfully and professionally with everyone including non-technical colleagues
To be successful in this position it will require the following skill set:
The following is not a checklist where we envision the successful candidate must check every box to come work with us. Rather, it’s a starting point to start a conversation about what we foresee you doing here and what you’ve done in the past. That said, you should be able to check off some of the following:
Proficient in Kotlin
Familiarity with Android development, and good software development practices.
A passion for mobile development
A self-driven attitude and a commitment to continuous learning
A desire to create interesting and engaging view animations, transitions, and control designs
Has used one or more tools from the Android Jetpack Suite
Comfortable in participating in a code review process.
Knowledgeable about unit testing and various testing frameworks for Android
BSc or MSc in Computer Science or another STEM field or equivalent experience
Bonus points:
Experience with ReactiveX
Experience with Dagger2
Experience with Kotlin coroutines
Experience with Exoplayer for media playback
You’ve shipped an app to the App Store.
You bring a passion for sports or betting
Something to leave you with:
Penn Interactive Ventures (PIV) is committed to helping our team members live their best, healthy life. We offer unique and competitive benefits that help our employees. PIV offers benefits through a private exchange which allows our team members the ability to choose from several coverage levels and insurance carriers (both local and national carriers). Along with medical, prescription, dental, and vision coverage, there are also voluntary plans available to employees. PIV also offers our employees some office perks such as free catered lunch, snacks, and beverages in the office."
Senior Java Software Engineer,"JPMorgan Chase Bank, N.A.","Wilmington, DE",None,"As a member of our Software Engineering Group, we look first and foremost for people who are passionate around solving business problems through innovation and engineering practices. You'll be required to apply your depth of knowledge and expertise to all aspects of the software development lifecycle, as well as partner continuously with your many stakeholders on a daily basis to stay focused on common goals. We embrace a culture of experimentation and constantly strive for improvement and learning. You'll work in a collaborative, trusting, thought-provoking environment-one that encourages diversity of thought and creative solutions that are in the best interests of our customers globally.
This role requires a wide variety of strengths and capabilities, including:
BS/BA degree or equivalent experience
Advanced knowledge of application, data, and infrastructure architecture disciplines
Understanding of architecture and design across all systems
Working proficiency in developmental toolsets
Knowledge of industry-wide technology trends and best practices
Ability to work in large, collaborative teams to achieve organizational goals
Passionate about building an innovative culture
Proficiency in one or more modern programming languages
Understanding of software skills such as business analysis, development, maintenance, and software improvement
Software development experience in Core Java, spring frameworks (spring boot and Spring cloud), RESTAPI, cloud, micro services, AngularJs, Bootstrap, React and other web technologies etc.
Experience modern SDLC, DEVOPS mentality and TDD.
Experience with the following development and build tools (or similar): IntelliJ/Eclipse, Maven, BitBucket/Git/Gitflow, JMeter/Pasta/Blazemeter, Hibernate
Experience in Unix Shell Scripts, API Gateways, Apache Kafka, Cassandra, NoSQL
JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.
Equal Opportunity Employer/Disability/Veterans"
Senior Java Developer | TS/SCI,"SixGen, Inc.","Philadelphia, PA","$135,000 - $175,000 a year","SIXGEN [http://www.sixgen.io] is a mission-focused company. Our success is predicated on our experienced cadre of technical Subject Matter Experts who provide solutions to the Nation’s toughest challenges in cyberspace. We conduct intelligence operations, mitigate threats to critical infrastructure and key resources, and develop the capabilities necessary for providing enhanced situational awareness to warfighters and decision makers through rapid data solutions backed by security best practice. Currently, both commercial and government organizations are facing obstacles in today's rapidly changing net-centric landscape, making cybersecurity a chief necessity.

SIXGEN [http://www.sixgen.io] would like to add an ambitious, dedicated, and self-motivated Senior Java Developer to our team.

Job Location: Hanover, MD
Relocation Available

Required:
ACTIVE TS/SCI CLEARANCE
At least 8 years of developer experience with the following areas: * Java EE enterprise web app/servlet development
Apache Tomcat web app/server deployment/config/use
Spring web application framework
Ext JS user interface framework
TortoiseSVN source control tools
JavaScript development
Eclipse IDE and Java unit testing
Jenkins continuous integration/building tool
Gradle build automation framework/tools
Selenium browser automated testing framework
Oracle/SQL database
XML and JSON data/file processing
Java Architecture XML Binding (JAXB) message processing
Mirth Connect interface and channel development
VmWare VCenter/Workstation GUI and command line tools
Windows command prompt .bat file development/maintenance
Highly Desired:
B.S in Computer Science or Information Systems or equivalent field/experience
Active CI Polygraph
Location:
Must be able to commute to Hanover, MD
Benefits:
SIXGEN pays 100% of health benefits - Medical, Vision, Dental
401K with 3.5% matching offered
Relocation may be offered
Some training and education may be covered by SIXGEN
The salary range is $135K - $175K/yr dependent on skills, experience and is negotiable (SIXGEN typically pays above average)"
Sr. Software Engineer - Retailer Portals,Subaru of America,"Camden, NJ 08103 (Gateway area)",None,"Position: Sr. Software Engineer
Department: Information Technology
Grade: P2 (IT)

General Responsibilities:
The Software Engineer collaborates with our business to solution business problems as well as partners with business users throughout the project lifecycle. The Software Engineer is accountable to the full project life cycle including requirements, analysis, design, software development, quality assurance, user acceptance testing, production deployment and support phases working as a full-stack developer participating in both front and back end development for distributed applications that drive Subaru of America’s multi-tier web environment.
The following duties are anticipated in this role:
Strong verbal and written communication skills with both technical and non-technical peers; capable to manage business and technical team expectations
Effective relationships and communication with business partners and vendors to collect and clarify business requirements
Self-directed, disciplined, and self-aware to balance project development and support activities with a commitment to excellence in quality, problem-solving and communication
Committed to quality excellence, customer focus and business partner relationships
Capable self-starter who is proactive in taking care of what is needed to be done; raise issues, options and opportunities when recognized
Maintains current knowledge of IT development methodology, architecture design, and technical standards
Experienced in providing realistic high-level estimates as well as detailed task estimates.
Evaluates requests, determining feasibility by applying knowledge of systems and identifying opportunities to enhance current capabilities
Effective coordination across IT, business and testing to provide quality deliveries
Capable to execute code reviews and provide mentorship to other team members
Effective in completing work on time and in accordance with coding standards, conventions, and practices
Effective as an independent contributor and as part of a collaborative team
Conduct meetings with stakeholders when appropriate
Development of web applications, web components, and web services
Follow the complete lifecycle of a project from conception to deployment
Architect projects with the Manager of Application Development
Effective at troubleshooting and debugging systems
Test and manage project deployments and production releases
Capable to provide production support on a rotation basis
Education/Experience:
The ideal candidate will possess a BA/BS degree in Computer Science (Master’s degree in Computer Science a plus) with at least 4 plus years of overall development and enterprise software experience. Must have excellent verbal communication, written communication, and social interaction skills.

Tech Skill Requirements:
Extensive experience in Java J2EE Spring framework 4.0
Extensive experience in HTML, CSS, Javascript, JSP, and front-end frameworks (Angular 4+ a plus) (Vue a plus)
Extensive experience SQL Queries including multi-table join capability
Experience in web services software architecture and design (REST/SOAP), including security-based implementations
Experience in Java including data structures, algorithms, and asynchronous architectures
Experience implementing transaction and, management and persistence using ORM frameworks (JPA and Hibernate)
Experience writing SQL Queries including multi-table join capacity
Experience with Oracle PL/SQL
Experience with Oracle SQL DDL, DCL, DML and Query Tuning.
Experience with UNIX/Linux OS scripting
Experience with UNIX/Linux OS infrastructure systems; servers and systems administration a plus
Experience in Database Data Modeling a plus
Experience in building enterprise web applications leveraging responsive design for mobile devices (web apps running on mobile devices such as tablets) a plus
Experience using Apache HTTP and Apache Tomcat (configuration experience a plus)
Understand networks and concepts with the ability to provide requirements to infrastructure team as well as provide troubleshooting assistance is a plus

Must be open to providing off-hours production support."
Senior Back End Engineer,Wodify,"Philadelphia, PA 19107 (Washington Square area)",None,"Bring your skills and passion to a global leader in the fitness technology industry! Join Wodify, a rapidly-growing, bootstrapped, profitable company looking for motivated problem-solvers and independent thinkers who aren’t afraid to take charge. Our cutting-edge software empowers gym owners, members, and coaches, and our love of innovation is matched only by our commitment to giving back to the community. To date, we’ve connected two million people and 5,000 gyms in 90 countries.
We are looking to hire a Senior Back End Engineer who is passionate about creating features for one of the fastest-growing software applications in the functional fitness industry. You will be an integral member of coding a wide variety of features for the app. This role offers the opportunity to own a project from creation to completion and build features on the cutting edge of development.
Our engineering team – with your help – will tell powerful stories through our product line, targeted to our existing and prospective customers. This is the perfect opportunity for someone with strong back end development, testing, and implementation skills, coupled with excellent personal communication, to work with other talented engineers and be impactful in a fast-paced environment with high expectations.
A Day in the Life:
Collaborate with team members in designing and building highly-scalable backend services and applications.
Create solutions for new product features and enhancements. Own feature areas and deliverables, performing analysis, diagnostics, development, testing, and documentation of software.
Work effectively with management and team members to clarify needs and plan delivery of major product changes, future version and new products. Active participation in team agile activities such as story curating, planning work backlog, work estimation, sprint planning, retros, demos, etc.
Demonstrate development methodology, standards, and the basics of user satisfaction.
Collaborate cross-functionally to provide responsive support to escalated customer issues, plan delivery of product changes, and new products.
Own responsibility for running applications using CI/CD practices such as automated builds, deployments, and tests.
Participate in code reviews to represent reviewed work for adherence to standards and specifications.
Demonstrates eagerness to learn and help others evolve and grow their skill set. Sharing knowledge about new software languages, tools and applications. Manage junior developers.
Knowledge, Skills & Abilities:
5+ years of relevant software engineering experience
Extensive experience with a modern development stack architecture, e.g. MVC, Microservices, Web APIs
Strong experience with back-end programming languages and/or frameworks, e.g. .NET, ASP.NET Core, C#, Python, Java
Experience with interoperability languages like JSON or XML
Strong experience with debugging, unit testing, and automation testing or test-driven development (TDD)
Experience with databases including MS SQL Server, utilizing SQL, stored procedures, and schema design
Strong experience with version controlling tools, e.g. Git
Experience with continuous integration and continuous deployment, e.g. Jenkins, TFS
Experience with cloud platforms and technologies, e.g. AWS, Azure
Understanding of the software development lifecycle and agile methodologies
Desire to deliver work through others and shows a natural inclination to lead
Strong analytical skills with the ability to solve problems and formulate recommendations
Willingness and aptitude to embrace new ideas and master concepts rapidly
Fluent in English (written and verbal)
Knowledge of the OutSystems platform (is a plus)
Education & Training:
BS/MS in Computer Science preferred
Benefits:
Competitive salary and equity plan
Medical, Vision and Dental Insurance paid 90% by Wodify plus company-paid disability and life insurance
401(k) plan and FSA
Generous PTO and Holiday Calendar
Team, social and philanthropy events
Weekly healthy meal delivery, subsidized by the company
Gym reimbursement and commuter benefits
Beautiful office fully stocked with coffee, snacks, and wine on tap
The Application Process:
Fill out the online application form
Complete a quick video interview and wonderlic style test
Complete a second round of video interviews
If we think you're a fit, we'll make an offer
Candidates must be wiling and able to work from our offices in Philadelphia, as we will not be providing relocation for this role.
Must be legally authorized to work in country of employment without sponsorship for employment visa status (e.g., H1B status).
#LI-POST"
Senior Android Engineer,TRANSMOGRIFY,"Conshohocken, PA 19428",None,"We're looking for an experienced Android developer with a strong background working with Java. The position requires attention to detail and ability to work on a team.
Responsibilities
Collaborate closely with designers and backend developers to ensure high quality builds of visual designs
Assume leadership of development responsibilities - you are part of a team but must be able to function independently when needed
Opportunity for role to expand to be more client-facing/managerial over time, including overseeing/mentoring junior developers
Applicants should have some (or all) of the following skills
2+ years experience in Android application development
Experience interacting with external APIs and data sources
Experience with agile development process
Must have excellent problem solving skills and love technical challenges
Solid understanding of the full mobile development lifecycle
Experience with deploying builds for testing and to the Play Store
Bonus Points
Kotlin experience
React Native experience
Backend experience
Web development experience
To Apply
Send your resume, portfolio, whatever you’ve got about yourself to jobs@xmog.com.
About Us
Transmogrify is a tight-knit but laid back team, and we carry that over to our work environment.
We’ve got a fridge stocked with beverages, free coffee, and candy scattered around the office. We’re device agnostic and are happy to provide you with a machine in the format of your choice.
We offer a competitive salary, great benefits, 401k plan, and a casual and fun work environment."
Project Engineer Sr,LOCKHEED MARTIN CORPORATION,"King of Prussia, PA 19406",None,"The Mission Processing Group within Mission Services, Systems & Solutions (MS3) Space is seeking an experienced Project Engineer to provide Project Engineering support to our portfolio of programs such as GPA, Marmot, Draco, and various New Business Opportunities.
The successful candidate will be a focal point with the customer for many Mission Processing activities. Responsibilities include, but are not limited to: Provide Project Management support (planning, budgeting and scheduling) to existing programs; Represent the programs at customer Working Groups; Support proposal activity for new business opportunities.

The candidate will be called upon to support other programs within the Mission Services, Systems and Solutions portfolio as needed. As such, the candidate must be able to multi-task and manage her/his workload appropriately.
Basic Qualifications:
Experience with project management techniques such as planning, budgeting, scheduling
Experience in being a Point of Contact between the Customer and the Program Staff, able to quickly and thoroughly resolve issues that arise
Previous support of Proposal activities, including Technical Volume and Cost Estimates, as Proposal Manager
Desired Skills:
Software or Systems Engineering skills, such as Software Architecture and Development, Requirements Design and Verification
Experience with Agile software development methodology
Experience with GEOINT Systems
Experience with Radar and/or SAR and/or EO systems
BASIC QUALIFICATIONS:
job.Qualifications

Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.

As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.
EXPERIENCE LEVEL:
Experienced Professional"
